input_size,workload,delay_tolerance,v_left,rsu1_left,rsu2_left,rsu3_left,offload
152.242,355.688,0.191986,121.08,303.734,281.716,311.477,3
998.03,250,0.557183,26.3068,230.165,309.667,111.123,2
872.879,1289.5,0.146776,65.9432,227.358,387.198,63.1538,2
708.333,1108.75,0.165783,57.7576,223.945,165.802,69.5538,1
812.121,451.75,0.34308,53.8144,440.064,183.926,91.8308,1
33.2727,2054.25,0.112415,51.5871,367.532,371.086,8.72308,2
636.273,1566,0.67224,114.523,486.688,44.5802,447.785,1
821,648.312,0.383016,21.5758,491.505,271.025,321.462,1
486.939,1155.38,0.685205,109.686,270.119,362.79,157.585,2
894.273,720.5,0.333192,70.4924,418.679,304.333,401.508,1
349.879,1623.56,0.855251,95.8333,418.835,69.358,250.815,1
599.394,1587.31,0.377166,16.2689,275.339,342.074,315.385,2
658.909,756.5,0.903262,82.4773,437.422,53.4198,44.1231,1
544.606,331.188,0.640901,26.6742,389.046,100.086,268.8,1
62.2727,459.25,0.501563,53.947,351.725,161.642,294.015,1
612.455,1316.19,0.320255,28.2803,472.495,6.5679,387.954,1
684.788,745.5,0.921363,6.69318,437.624,293.222,110.985,1
898.242,1514.94,0.134471,123.913,498.385,97.4568,312.031,1
933.424,1314.56,0.340031,2.15909,235.761,332.062,238.338,2
757.303,1119.75,0.815973,32.6591,259.055,176.074,108.8,1
80.4848,1308.81,0.273479,111.011,459.798,129.272,92.4462,1
584.97,1870.44,0.926774,34.8333,316.477,23.2346,497.154,3
630.545,1155.06,0.549355,124.667,282.605,345.519,159.262,2
526.727,1609,0.442262,70.6364,434.578,62.6049,360.015,1
929.758,1177.31,0.286691,27.0341,221.532,107.481,168.846,1
741.303,743,0.793258,95.572,303.789,53.7778,117.569,1
763.758,886.688,0.297595,109.436,401.569,378.568,105.631,1
394.061,457,0.60632,78.9621,453.468,263.272,374.462,1
487.424,1826.06,0.976818,108.053,208.991,98.2716,21.2923,1
996,159.812,0.333576,18.0303,346,258.778,377.862,3
544.364,1491.69,0.994205,94.6023,237.138,58.6296,162.769,1
343.03,631.438,0.612308,91.5871,266.257,181.284,319.462,3
787.03,1690.25,0.756673,17.1742,211.413,358.37,407.108,3
544.545,1926.56,0.345112,84.5265,392.752,45.0123,423.754,3
496.606,420.375,0.654277,1.33333,409.055,335,11.3077,1
507.879,449.875,0.941249,69.0227,357.22,301.543,351.415,1
499.455,877.5,0.756755,46.1136,260.495,165.568,198.046,1
340.515,883.062,0.20951,108.295,495.303,27.3457,429.938,1
336.273,527.438,0.975747,107.898,445.55,90.8025,502.585,3
944.273,276.312,0.343794,100.011,278.807,16.2222,174.846,1
816.818,2039.56,0.258483,75.6818,367.413,94.2593,476.338,3
446.515,943.438,0.891452,7.53788,242.789,258.889,150.615,2
944.727,831.875,0.128703,10.125,324.028,36.716,192.815,1
531.879,1281.06,0.245216,106.754,492.963,304.827,113.6,1
538.121,1260.44,0.339894,25.7121,259.734,245.531,60.6,1
487.97,672,0.84984,7.12121,302.954,79.2593,494.969,3
509.667,1868.75,0.957372,64.3409,208.028,132.012,447.277,3
965.455,360.562,0.262932,46.6023,304.367,346.185,165.585,2
215.818,1728.5,0.43372,56.7727,320.881,95.5062,105.908,1
230.939,1643.44,0.161882,95.5455,355.385,390.148,61.3231,2
719.606,1057.5,0.39447,99.5947,484.78,241.938,462.185,1
940.667,1697.5,0.136668,113.761,302.963,198.531,65.8308,1
468.303,1040.25,0.398288,27.1174,425.211,366.321,133.892,1
284.333,674.562,0.259307,102.53,331.532,267.259,241.292,1
173.576,613.812,0.58844,115.845,299.688,390.556,352.369,2
393.455,1952.88,0.871017,72.1212,297.211,243.272,357.738,3
416.939,1288.5,0.900598,66.7765,276.211,42.6173,112.185,1
940.121,744.375,0.177044,24.8182,452.321,44.9877,241.677,1
824.091,1381.56,0.342558,113.292,299.523,204.494,206.123,1
891.939,289.938,0.590472,77.5871,253.495,224.16,439.615,3
218.848,974.25,0.312015,34.4848,345.972,265.296,13.3692,1
144.576,1690.38,0.114805,103.765,363.853,355.593,172.138,1
642.091,1016.94,0.167129,45.8333,264.982,379.42,148.123,2
194.424,462.125,0.40705,10.8977,333.743,309.259,140.015,1
744.939,1510.75,0.716599,91.7841,409.624,134.383,382.062,1
530.788,1400.12,0.610743,34.0568,377.486,359.333,100.031,1
308.061,620.375,0.243788,22.7576,350.789,101.074,402.508,3
833.121,869.188,0.500409,51.7159,331.725,130.148,284.923,1
403.242,1695.62,0.531611,35.8447,484.789,198.185,381.492,1
687.273,1355.38,0.927818,34.2538,304.881,20.0123,113.369,1
97.1818,1384.5,0.302622,13.9697,221.404,129.926,347.631,3
948.636,1253.12,0.810315,11.4508,311.881,248.346,240.138,1
30.0303,630.625,0.740989,121.773,267.917,278.877,377.077,3
452.606,144.375,0.252605,55.5303,397.505,357.852,383.862,1
860.818,1498.31,0.511423,51.6629,291.064,222.16,91.4308,1
143.03,1458.06,0.941798,31.4545,346.303,385.519,494.908,3
954.273,897.812,0.440724,23.1023,374.349,129.914,487.123,3
376.303,1565.38,0.806772,107.481,482.312,61.4074,221.662,1
167.091,1498.81,0.677761,59.6818,258.275,191.679,30.3846,1
492.182,446.625,0.182647,39.9924,251.651,80.7778,204.338,1
207.394,1751.44,0.597311,26.4621,271.56,93.3704,141.662,1
310.788,459,0.270623,87.4545,299.917,190.395,154.923,1
481.121,1687.56,0.463494,55.1894,345.881,162.889,408.308,3
731.424,1715.44,0.333741,78.0455,228.018,157.21,277.092,3
751.576,758.125,0.718384,116.17,421.046,139.185,162,1
113.424,1564.12,0.519773,106.383,444.11,383.099,480.4,3
589.212,1850.19,0.611567,102.148,436.743,14.4691,371.169,1
495.212,535.5,0.551277,4.54924,295.229,142.864,413.769,3
979.97,1836.5,0.135871,51.822,211.596,118,303.123,3
472.727,1765.81,0.273644,69.8561,294.991,322.827,318.215,2
55.3939,1232.56,0.685534,16.5152,411.972,36.7654,46.6462,1
708.727,120.062,0.401996,70.4242,330.422,141.802,178.062,1
228.303,1025.75,0.301743,66.4697,401.826,13.9753,324.908,1
879.849,1271.5,0.457012,3.96212,461.615,395.333,195.554,1
823.545,820.875,0.521613,64.4318,489.128,375.494,102.908,1
131.97,1424.56,0.330912,3.21212,406.266,277.84,68.0923,1
439.03,1181.12,0.896204,75.3409,452.147,197.63,55.2,1
702.758,706.625,0.673778,8.70833,414.514,323.444,93.0615,1
999.545,1781.56,0.892935,46.822,357.899,71.0247,299.385,1
964.545,1394.81,0.441136,77.5947,227.303,138.309,66.9846,1
998.636,302.188,0.548366,1.67045,366.083,60.5432,461.015,3
385.061,515.25,0.2932,87.3977,327.055,228.988,12.1538,1
673.424,61.25,0.68666,121.712,420.202,142.988,53.7846,0
673.151,1710.62,0.286608,75.8939,369.954,240.481,210.108,1
649.758,596.625,0.369558,102.504,427.257,290.864,182.754,1
782.576,615.312,0.548943,100.042,211.138,76.5926,37.8615,1
914.697,1722.88,0.493405,12.9356,324.642,202.185,17.5846,1
823.424,1402.38,0.577151,110.375,215.835,261.79,143.862,2
520.667,1416.56,0.398892,53.3144,335.037,294.395,134.262,1
638.212,311.188,0.450117,89.2083,255.395,330.988,401.969,3
906.03,1673.56,0.90914,80.6894,206.56,321.679,122.508,2
148.697,2010.5,0.496042,80.2008,394.22,101.617,197,1
327.879,642.312,0.661556,18.5492,444.67,65.5556,37.0462,1
139,509.562,0.905432,109.337,261.523,187.21,33.6,1
165.636,1560.81,0.949626,33.7841,425.009,75.963,147.615,1
651.303,713.688,0.530073,121.398,414.697,134.272,435.4,3
660.758,418.312,0.539439,108.587,301.706,35.7284,499.723,3
624.909,47.25,0.859151,56.0871,283.11,250.642,151.092,0
894.091,1300.19,0.177456,124.303,397.844,7.39506,286.538,1
919.303,96.9375,0.912162,63.7955,207.853,248.086,220.892,2
425.333,857.438,0.954488,84.9621,483.321,112.42,56.3538,1
450.455,467.25,0.740275,116.265,362.587,362.654,292.077,2
515.364,1099.69,0.941578,108.076,443.009,260.938,202.185,1
490.273,1791.5,0.176302,5.11742,463.459,98.3704,290.877,1
370.303,144.688,0.364147,58.5455,230.936,336.691,270.631,2
899.697,811.062,0.623679,100.674,268.193,257.901,392.938,3
229.545,1691.44,0.82891,67.0038,313.028,27.8765,98.0154,1
367.121,370.812,0.125462,16.1667,263.055,169.198,300.615,3
778.879,1041.44,0.769884,70.6288,493.972,326.864,253.585,1
309.879,858.25,0.30394,18.1856,433.385,221.79,347.708,1
781.061,723.875,0.529167,114.258,435.073,225.877,276.938,1
679.151,30.625,0.111261,94.2955,424.422,3.66667,398.677,0
278.303,1261.06,0.337642,46.375,360.009,340.494,255.462,1
234.879,526.562,0.381753,29.1818,491.367,129.63,71.1385,1
337.03,1697.62,0.111646,99.4886,445.404,111.012,196.077,1
453.303,804.938,0.426826,116.86,232.266,74.8148,281.708,3
730.727,485.5,0.531144,120.659,399.183,313.531,216.323,1
810,1576.25,0.762661,26.6477,214.459,104.074,65.7231,1
433.394,629.562,0.81471,58.7841,429.459,362.37,42.1538,1
488.182,1421.94,0.411719,42.9015,482.037,15.7901,265.631,1
333.061,1492.69,0.757579,95.0152,296.789,113.21,333.246,3
212.879,1377.56,0.168419,86.1212,453.624,363.333,476.631,3
129.636,1645,0.647685,43.9773,358.193,98.5062,290.385,1
394.697,368.125,0.269662,114.871,210.661,86.3086,340.523,3
742.121,1301,0.325803,11.7008,393.972,195.383,115.031,1
206.242,1271.12,0.260927,46.7689,470.367,260.469,146.308,1
217.242,57.1875,0.905377,76.1136,426.248,366.716,255.123,0
725.485,1304.19,0.298474,67.3258,341.605,211.877,233.523,1
422.697,1000.94,0.517109,107.159,222.183,239.235,461.769,3
882.121,847.812,0.878378,85.4621,379.339,154.358,206.477,1
601.485,519.875,0.19498,98.9129,488.312,350.346,169.369,1
263.515,305.125,0.232719,73.3826,415.578,236.593,480.154,3
35.0303,1507.25,0.468273,20.7462,344.523,209.16,198.938,1
495.121,676.75,0.784167,49.6136,284.028,44.358,108.108,1
786.333,619,0.275677,56.3333,397.312,48.9877,239.538,1
385.879,2028.19,0.498733,77.5417,431.844,176.025,470.846,3
995.879,1615.06,0.367388,113.508,288.936,203.111,173.462,1
384.545,1193.19,0.328248,31.2386,314.367,227.741,205.046,1
483.364,1344.69,0.310285,94.2765,342.624,126.679,204.338,1
614.758,1320.81,0.882333,121.519,284.587,65.5062,26.2615,1
191.667,407.562,0.262081,56.3106,389.505,300.852,291.923,1
91.0606,1842.81,0.621015,72.1818,363.651,338.815,304.708,1
344.939,1435.31,0.230055,17.5417,286.376,142.123,406.092,3
250.364,1948.75,0.208658,49.4583,401.706,212.938,468.662,3
703.394,1968.38,0.780129,24.5114,320.954,7.71605,87.7538,1
541.182,481.438,0.119391,117.542,426.734,6.39506,235.169,1
835.333,169.562,0.611402,112.152,301.688,15.0617,341.277,3
128.121,764,0.635051,81.9773,279.275,238.037,147.708,1
810.212,1917.25,0.362636,30.7917,338.725,125.642,296.615,1
404.939,1223.25,0.325996,93.2879,337.028,320.21,412.323,3
233.333,414.438,0.865386,105.818,309.587,279.21,236.031,1
527.849,800.75,0.355852,24.9205,322.89,134.247,48.8923,1
990.727,826.25,0.709952,2.75,414.624,174.21,398.769,1
521.849,2064.44,0.800153,107.917,405.294,38.358,390.508,1
702.394,1689,0.239723,114.386,417.239,312.296,100.815,1
200.333,51.5,0.820176,91.6326,382.092,117.049,327.692,0
125.545,1507.62,0.639555,108.705,274.477,261.617,194.462,1
506.697,1195.75,0.581957,33.5682,254.743,290.099,437.938,3
583.576,1676.69,0.733299,98.7803,354.275,207.111,297.6,1
482.697,978.938,0.561852,111.716,389.229,67.679,372.523,1
760.849,413.938,0.857064,90.553,337.505,123.938,371.092,3
444.788,1521.94,0.628431,80.0833,361.697,378.667,87.2923,2
714.03,41.1875,0.222886,66.7121,412.22,215.296,90.5385,0
601.061,1852.06,0.842122,105.064,397,190.543,380.231,1
594.485,1821.94,0.739204,86.0758,250.844,187.012,45.6154,1
724.97,1102.19,0.962536,3.72348,289.486,56.9506,215.292,1
940,450.438,0.102884,26.1439,279.596,191.012,229.569,1
48.3939,626.125,0.604645,111.212,315.44,52.4198,410.754,3
966.606,1552.75,0.629667,85.8939,430.202,201.111,356.369,1
11.2121,229.812,0.634254,53.5985,229.073,184.753,80.8769,1
725.879,568.5,0.437098,62.8561,281.991,248.42,492.769,3
93.303,1126.62,0.543065,18.6629,250.092,48.9383,450.2,3
579.909,1667.62,0.647218,11.0606,293.734,302.889,493.169,3
288.758,576.438,0.494668,56.2689,435.459,149.877,413.046,1
880.03,735.875,0.623185,45.6477,217.147,205.346,253.6,3
448.121,1057.19,0.981185,14.8333,239,39.2099,473.862,3
266.606,844.062,0.506452,38.8636,403.927,54.5926,280.877,1
119,495.875,0.682128,113.939,363.321,143.704,449.138,3
440.394,617.25,0.169655,76.2992,294.385,240.704,56.1692,1
33.1212,743.875,0.76538,43.0076,290.22,3.24691,5.04615,1
928.939,1391.88,0.35099,59.8068,400.881,315.049,242.462,1
926.939,824.188,0.921198,61.4129,207.743,200.358,14.2462,1
634.576,201.438,0.48544,70.6477,270.349,338.284,165.985,2
843.515,1894.88,0.769857,4.06061,419.486,294.79,194.692,1
610.545,141.125,0.799164,3.42803,242.312,256.16,149.646,2
504.273,695.812,0.933778,40.1667,340.569,45.0617,88.4615,1
27.4848,1057.69,0.481594,84.4053,388.413,134.975,128.785,1
25.2727,472.625,0.314075,82.25,387.101,275.988,355.415,1
628.909,66.125,0.402161,39.9848,241.193,43.037,94.1385,1
538.091,1807.38,0.963195,79.4318,446.055,155.975,349.2,1
715.788,1703.38,0.385955,18.3864,213.798,387.272,345.938,2
941.121,302,0.89299,78.0795,336.78,188.37,41.0923,1
909.121,1685.31,0.41496,37.4356,201.413,277.704,46.5231,2
362.121,649.625,0.610331,49.6515,460.358,398.951,242.523,1
744.939,1420.19,0.269991,68.4242,474.881,392.346,120.969,1
529.758,309.812,0.119419,106.477,231.972,192.099,118.046,1
406.758,861.562,0.679189,11.3788,357.275,229.259,423.431,3
761.879,1475.69,0.482583,112.417,308.486,280.321,54.3538,1
551.697,230,0.488324,58.2311,395.165,263.531,243.185,1
620.121,453.375,0.179351,53.7652,494.706,214.259,307.554,1
633.545,1193.88,0.119089,78.4962,208.514,109.432,134.062,1
953.03,853,0.355083,53.322,242.468,8.82716,469.385,3
594.364,1175,0.430589,13.4697,436.45,374.123,25.9538,1
503.606,1760.12,0.199319,27.5985,239.422,201.667,256.985,3
370.758,41.5625,0.949681,37.6591,361.679,111.765,172.015,1
648.879,1143.06,0.144633,104.273,277.734,343.963,113.462,2
99.8182,565.625,0.986047,115.182,232.073,396.568,394.462,2
552.939,479.812,0.426661,62.1818,316.771,373.741,107.077,2
436.061,1428.19,0.397327,68.0947,463.312,259.914,149.508,1
265.788,1709.75,0.995935,28.0682,230.67,16.9259,153.754,1
899.606,1012.5,0.820286,32.6629,428.202,364.432,419.862,1
1000.3,924.438,0.221924,71.7083,344.954,261.704,50.6615,1
631.091,529.438,0.533067,62.25,440.028,255.975,376.815,1
260.091,623.188,0.180422,64.8485,357.413,28.9753,328.738,1
467.636,138.562,0.864974,118.114,316.44,116.086,407.031,3
839.818,1940.19,0.66411,52.0833,250.45,175.062,395.831,3
784.727,1185.44,0.218354,75.7159,235.468,137.827,412.985,3
588.788,715.75,0.507743,16.697,489.624,263.321,19.4769,1
969.364,27,0.819544,118.886,276.395,356.679,445.215,0
825.576,2067.56,0.968084,34.3523,305.56,240.778,116.523,1
927.606,900.5,0.663094,32.4508,449.119,127.469,137.031,1
294.576,1558,0.949351,69.9356,372.615,142.568,329.108,1
561.545,541.125,0.265871,123.909,310.138,79.1605,471.031,3
636.545,861.25,0.414768,38.1705,264.119,251.605,444.369,3
597.97,675.125,0.296442,50.5947,269.56,74.7284,315.138,3
193.879,1930.75,0.875027,3.85606,304.248,95.0988,112.908,1
703.909,1092.75,0.795044,20.6515,380.385,53.4691,331.538,1
136.909,466.312,0.393756,25.2538,300.963,323.457,394.646,3
257.242,758.062,0.550124,23.5644,217.587,114.691,143,1
724.121,505.188,0.801581,13.0189,270.578,189.827,74.3077,1
686.121,617.688,0.146913,69.2008,448.11,247.556,351.292,1
760.97,1305.88,0.258208,101.08,448.266,339.173,358.138,1
844.182,750.375,0.953883,69.9848,380.119,111.407,333.615,1
907.97,874.625,0.554299,40.1136,284.092,388.975,307.2,2
222.697,1904.12,0.862062,110.962,209.459,80.2716,387.154,3
71.1515,73.4375,0.492691,95.9621,332.431,201.321,147.677,0
473.788,2013.38,0.643895,114.78,447.734,315.321,155.569,1
420.879,458.688,0.240657,101.761,421.266,396.432,359.062,1
186.061,1840.5,0.146144,18.6288,335.853,292.309,395.477,3
341.758,268.75,0.592972,15.0189,414.266,85.0741,69.3385,1
197.485,92.625,0.883377,90.8788,353.495,402.432,16.6308,2
789.576,143.188,0.436741,117.864,258.945,315.049,302.154,2
484.909,351.438,0.546992,21.9697,407.193,367.284,495.015,3
386.303,461.812,0.658809,115.72,222.716,286.494,481.446,3
950.424,1973.88,0.495849,16.7841,310.569,131.728,14.4,1
756.879,1888.25,0.685974,113.288,414.945,90.4815,292.415,1
52.5152,1397.88,0.943941,40.7045,452.56,402.741,21.8154,1
417.788,1244.81,0.398947,116.629,496.872,261.753,345.108,1
623.091,587.188,0.41073,74.1553,248.486,2.51852,503.477,3
707.455,448.188,0.810535,47.2008,481.358,168.519,128.4,1
931.182,1944.94,0.249858,10.3068,386.523,149.358,112.723,1
82.0303,152.25,0.94872,19.7045,217.303,93.5679,312.046,3
193.515,766.75,0.221677,64.7689,452.037,293.691,141.985,1
266.818,1971.62,0.535154,14.7765,264.578,129.753,322.492,3
564.939,1666.06,0.325584,83.7045,347.367,72.8765,239.646,1
587.091,1172.81,0.500052,63.7538,251.101,339.531,266.923,2
54.2424,411.25,0.257219,108.701,396.312,102.877,491.646,3
989.303,1897.44,0.123429,76.5189,424.138,156.086,147.446,1
104.182,615,0.906861,88.25,434.046,393.309,289.015,1
999.212,1989.56,0.844209,57.2803,383.22,262.235,398.708,3
434.97,571.438,0.163915,101.303,287.413,26.5926,31.3692,1
233.515,2018.75,0.226731,87.5947,405.927,69.9012,220,1
918.576,1249.56,0.943803,99.7803,443.11,124.148,120.631,1
620.242,1955.62,0.52664,76.6705,255.954,104.79,255.338,1
956.576,1458.31,0.302127,39.0189,498.78,390.333,269.754,1
56.3636,1178.81,0.945341,23.6629,283.477,396,43.3231,2
241.182,471.875,0.952812,23.7045,206.945,157.012,134.892,1
496.758,86.5,0.714759,47.2689,308.349,130.074,319.169,3
309.121,755.125,0.554244,96.9621,406.266,287.778,262.646,1
343.667,559.312,0.102472,58.4394,494.982,187.185,86.4615,1
838.212,356.5,0.981103,44.9583,232.55,278.136,327.508,3
88.0303,1499.94,0.377935,69.2235,310.697,64.4691,53.4769,1
25.9697,377.5,0.145265,85.875,229.486,260.914,205.169,2
1001.85,1032.12,0.630573,20.6667,377.679,108.889,335.062,1
943.758,702,0.483599,84.947,236.073,230.296,352.538,3
16.0606,1583.94,0.58009,122.67,303.963,159.802,486.108,3
438.182,1201.19,0.276171,26.2045,468.128,125.617,486.385,3
301.424,767.25,0.970061,92.3068,309.872,264.79,354.277,3
205.727,31.25,0.112415,3.27273,382.78,370.198,89.4769,1
968.03,1140.69,0.784744,21.2045,336.734,232.506,239.446,1
724.909,94.25,0.56946,101.542,436.385,33.5432,239.954,0
295.97,1289.12,0.880685,17.2538,245.321,45.0741,360.123,3
791.485,943.5,0.918836,47.6439,422.862,303.136,210.477,1
736.667,1306.69,0.672597,110.057,202.202,321.099,130.646,2
80.9697,1540.94,0.127412,115.606,404.945,320.469,431.923,3
449.03,1500.31,0.165371,47.7727,352.11,402,274.246,2
673.606,1386.19,0.967644,62.6288,330.193,349.469,226.815,2
321.576,776.688,0.271667,102.458,377.578,129.802,209.8,1
994.364,849.812,0.502936,66.2917,436.073,140.926,394.877,1
322.182,153.625,0.206653,29.0947,448.963,57.2963,290.969,1
941.364,518.875,0.164217,63.7008,339.936,179.284,64.2923,1
225.03,1475.56,0.199841,26.0682,257.963,90.6049,327.154,3
732.394,385.688,0.682513,99.1326,421.138,148.296,411.523,1
401.364,628.25,0.21525,97.6023,343.45,205.012,436.277,3
327.818,737.5,0.693939,66.5758,384.881,278.864,126.231,1
843.758,150.625,0.219892,52.2955,298.257,402.358,196.046,2
825.303,1481.56,0.282076,88.3939,418.881,320.42,265.4,1
68.0303,1625.56,0.791665,13.6742,470.807,314.346,126.708,1
783.576,1762.31,0.374062,40.6629,433.615,180.827,348.308,1
998.849,699.312,0.607144,77.3977,247.028,70.0988,464.277,3
786.364,702.75,0.155181,87,392.303,212.432,312.077,1
659.697,409,0.399799,108.117,428.404,405.21,248.769,1
266.212,1125.62,0.518372,110.777,227.505,335.086,261.477,2
561.697,129.438,0.929466,48.3106,386.56,394.099,256.4,2
893.212,702.75,0.413724,31.7576,246.303,18.6667,29.8615,1
710.606,396.562,0.953389,118.534,215.807,87.4321,197.323,1
548.121,1060.19,0.413889,14.0833,220.147,339.049,63.2923,2
225.091,1398.88,0.739918,40.2008,367.936,368.321,261.538,2
128.061,855.438,0.360988,69.1742,466.459,16.4074,99.2462,1
253.273,576.312,0.914881,11.6023,272.376,27.2593,459.154,3
254.273,1306.81,0.910486,46.5379,412.422,404.037,176.769,1
405.697,1935.88,0.381835,85.8144,451.138,169.506,275.769,1
200.03,430.75,0.337642,12.4167,352.908,9.66667,449.477,3
279.394,1562.56,0.206571,60.6742,312.303,177.444,155.369,1
932.364,370.75,0.922764,23.375,390.101,394.506,305.215,2
270.212,846.938,0.106345,4.81061,340.092,196.432,273.4,1
754.788,2027,0.979702,39.5076,462.853,391.123,321.569,1
338.848,1668,0.734727,54.5,264.128,30.0988,129.2,1
338.697,1129.38,0.344563,101.402,263.294,80.9012,503.4,3
858.091,236.75,0.202506,101.928,422.78,109.123,469.938,3
666.303,922.812,0.789276,26.1591,243.211,372.16,347.785,2
234.697,1423.38,0.725581,119.523,308.248,83.1605,488.354,3
742.727,312.375,0.375903,111.852,403.376,201.531,232.369,1
384.061,640.312,0.339839,3.375,305.67,295.272,376.908,3
445.545,1308.88,0.117798,119.845,473.147,258.543,94.0308,1
849.424,161.812,0.874422,52.7311,313.312,70.5062,163.908,1
475.061,765.625,0.362389,10.3144,278.101,288.222,439,3
587.879,806.938,0.823417,99.7083,354.413,100.444,377.215,3
801.333,2056.25,0.761864,72.6477,295.422,85,139.4,1
130.364,1050.75,0.706793,19.8371,474.991,23.9136,502.231,3
494.303,1443.38,0.147188,78.4432,292.917,132.741,90.0462,1
299.394,1835.94,0.3614,9.86364,228.33,103.568,275.8,3
332.636,1172.25,0.271145,63.553,260.211,272.617,122.692,2
121.909,2043.69,0.452342,12.2576,451.706,121.321,286.723,1
155.333,1991.94,0.735578,8.56818,325.404,39.6543,268.262,1
50.2727,1329.12,0.245299,24.0379,421.073,347.049,370.908,1
295.455,512.438,0.769335,31.3106,258.312,263.543,317.754,3
220.333,1424.56,0.331159,48.7955,304.11,130.58,337.954,3
52.4242,1446,0.571657,98.3409,364.119,270.037,202.308,1
852.455,86.5,0.542351,64.1894,494.495,185.148,4.67692,1
557.303,508.5,0.787243,124.36,460.587,391.951,184.185,1
482.455,1559.38,0.852669,4.98864,231.982,66.8889,47.8,1
21.6667,1276.5,0.92812,87.1098,245.56,80.7531,354.615,3
121.273,866.25,0.900598,9.85606,318.688,154.901,146.877,1
640.636,1296.62,0.708524,33.6894,453.697,114.21,446.785,1
93.3939,616.562,0.526777,63.0379,311.22,41,467.246,3
246.364,502.625,0.607913,102.356,292.954,404.519,467.862,3
631.788,1256.88,0.566576,23.9583,410.22,206.296,433.092,3
890.364,2052.94,0.227912,63.3826,480.147,284.395,133.892,1
923.485,926.688,0.887909,44.6553,230.798,107.605,336.369,3
500.848,1299.75,0.658919,116.636,452,57.2716,132.062,1
732.455,1141.12,0.315394,9.79545,466.56,359.654,235.985,1
786.455,586.125,0.421827,91.0909,273.376,170.815,169.2,1
286.636,1214.56,0.831217,109.261,232.174,113.568,180.338,1
510.939,527.562,0.20072,25.1856,328.44,36.5185,360.046,3
570.636,175.875,0.893265,60.9545,305.569,149.346,240.769,1
359.848,1376.88,0.531721,17.9886,297.835,136.123,410.077,3
703.121,1375.44,0.961437,86.803,245.055,355.37,355.985,3
439.091,1993.94,0.464208,95.8409,428.11,133.247,121.554,1
498.455,1672.44,0.672488,42.4318,203.633,90.2963,491.615,3
739.273,1346.31,0.259609,94.572,283.431,271.901,214.708,1
920.242,1362.5,0.85418,51.8523,225.56,213.691,106.523,1
500.121,303.062,0.843495,53.6515,390.798,398.358,439.246,3
595.667,348.312,0.619202,40.5455,332.092,312.654,454.785,3
850.485,455.625,0.376479,5.29545,465.633,247.086,17.4462,1
958.667,331.375,0.92985,28.7917,494.44,24.5062,145.185,1
701.515,1823.38,0.460198,27.303,230.321,181.951,418.738,3
316.697,1055.12,0.373403,68.1629,494.083,5.49383,89.7846,1
197.242,274.438,0.742802,63.197,420.532,369.765,383.569,1
332.03,136,0.839897,69.3977,271.505,118.235,197.662,1
707.606,855.5,0.740715,6.08712,372.073,4.2963,336.354,1
247.697,898.938,0.741511,18.1553,462.853,97,416.585,1
773.636,756.5,0.241783,46.3068,304.89,221.926,55.9077,1
362.545,888.438,0.665648,82.1705,418.872,263.556,73.3231,1
820.879,1112.38,0.905405,41.5985,488.138,190.469,189.769,1
15.9091,287.938,0.90134,113.322,319.862,270.877,49.6923,1
163.667,1367.88,0.425233,19.9053,292.514,125.914,50.6923,1
663,871.062,0.42971,34.0417,472.248,324.704,232.369,1
108.606,591.125,0.770626,77.0644,436.725,314.185,265.154,1
295.061,1948.62,0.219837,115.144,492.422,28.3333,302.508,1
652.545,422.812,0.271474,41.7765,311.211,183.605,191.815,1
707.636,800.375,0.619669,27.9394,482.275,109.852,336.462,1
611.182,1277.25,0.963222,24.9356,299.761,259.63,191.938,1
962.788,2005.75,0.183169,21.9356,288.156,154.506,209,1
588.697,819.875,0.956356,115.633,380.945,124.753,182.077,1
534.212,155.312,0.1245,8,450.89,28.4444,320.031,1
752.212,672.312,0.547459,92.678,420.45,69.8519,14.0769,1
375.515,1798.19,0.139167,22.3295,337.505,139.531,115.646,1
764.242,1697.88,0.836161,20.4659,350.817,368.864,170.277,2
577.151,1953,0.583468,85.3939,368.844,130.407,453.246,3
788.151,2010.31,0.164437,115.648,238.339,199.506,253.062,3
724.788,1519.25,0.352474,76.3409,226.413,49.5432,232.077,3
990.121,587.75,0.443553,8.71591,237.284,255.37,310.154,3
632.03,1396.75,0.947291,119.42,253.321,359.037,396.785,3
438.364,153.375,0.784167,7.01515,431.33,149.617,458.554,3
609.667,256.438,0.672103,117.08,337.55,374.975,189.908,2
767.091,1964.94,0.395651,15.0076,261.716,319.136,319.277,3
929.97,1404.12,0.252028,43.303,486.128,399.21,273.138,1
611.151,511.938,0.769802,83.5871,247.569,338.494,279.708,2
641.424,383.375,0.211597,4.20455,384.835,260.691,114.108,1
80.8182,1480.88,0.314762,106.091,286.725,116.086,46.1538,1
357.182,1767,0.505518,65.9129,348.156,334.852,225.462,1
289.152,1356.62,0.254802,26.2917,248.688,331.951,32.2154,2
235.788,1968.12,0.741484,97.9697,352.872,186.049,181.785,1
321.303,1171.38,0.561605,61.9205,454.991,94.1852,37.3692,1
756.606,855.562,0.686084,4.59848,461.954,92.6296,480.585,3
489.515,962.312,0.232334,74.8447,242.982,309.679,257.246,2
487.152,1532.88,0.294409,95.6098,233.89,195.074,181.138,1
361.273,344.5,0.480908,73.8523,325,228.099,88.2615,1
430.939,1674.06,0.753871,107.504,424.284,99.3951,403.846,1
